Header	Japanese	Google Translate	Translated
02810104	(しまった!)	(It's gone!)	
0a030208	宝石なんか、くそくらえだ!	Damn jewelry!	
02810104	おなじく!	Same!	
1301030c	ふたりとも……⏎宝石は……大事よ⏸デルの……世界の平和な未来は⏎宝石が……	Both of us... ⏎Jewels... are important ⏸ Del's... A peaceful future for the world ⏎ Jewels...	
0b030208	それはそうだが……	That's true, but...	
02810104	そうだよ!⏎そうだよ、ジャスミン!	That's right!⏎That's right, Jasmine!	
09030208	リーフ?	Leaf?	
02810104	これはルビー。こうふくのシンボルなんだ	This is ruby. It's the symbol of Koufuku.	
03810104	そして、じゃあくをかわす力を⏎持っている	And he has the power to evade obstacles.	
03810104	ああ! どうしてもっと早く⏎思い出さなかったんだ!	Ah! Why didn't I remember earlier?	
09030208	どくにも きくのか?	Is it effective against poison?	
02810104	きく。ぜったいに きく!	listen. Absolutely listen!	
0b030208	信じよう	Let's believe	
09810208	ジャスミン、しっかり にぎってろよ	Jasmine, hold on tight!	
3181084c	ねえ、だれかくるよ	Hey, someone's coming.	
3981085c	あんたたちが しんにゅう者だね	You guys are the smart ones.	
02030104	だったら、どうする!	If so, what will you do?	
3981085c	どうもしない。⏎ここから おい出すだけさ⏸さわぎが起こるとゲリック様が⏎怒り出して仲間が殺される⏸あんたたちを たおそうとすれば⏎仲間も たおされる⏸どちらにしても、いい事は⏎なにもない	I can't help it. ⏎Just get out of here ⏸ If a disturbance occurs, Lord Gerrick ⏎ will get angry and your friends will be killed ⏸ If you try to beat them ⏎ Your friends will be beaten too ⏸ Either way, the good thing is ⏎ There's nothing	
09030208	このまま出してくれると言うのか?	Are you saying you'll let me out like this?	
3981085c	ああ。あんたたちが強いのは⏎よくわかった	ah. I understand that you guys are strong.	
01030104	ぼくたちは出て行っても⏎また もどってくるよ	Even if we leave, we'll come back again.	
02030104	ここに、どうしても手に入れたい⏎物があるんだ	There's something here that I really want to get.	
09030208	どうやらそのゲリックというのが⏎持っているらしい	Apparently that Gerrick has ⏎	
3981085c	あんな うすよごれたヒキガエルが⏎何を持っているっていうんだ	What does that dirty toad have?	
01030104	……	……	
38810758	わしはグノメ族の長老ファ・グリンじゃ⏸おまえたちはゲリックのひたいの⏎宝石の事を言っておるのかな?	I am Fa-Grin, an elder of the Gnomes.Are you guys talking about the gem on Gerik's forehead?	
01030104	……おそらく	……probably	
38810758	あきらめるがよい⏸あれを手に入れるという事は⏎ゲリックと戦い、たおすという事じゃ	Don't give up ⏸Getting that means ⏎fighting Gerik and defeating him.	
3981085c	無理な話さ。⏎ゲリックの どくに かてる者などいない	That's impossible. ⏎No one can defeat Geric's poison.	
1103030c	それはどうかしら?	How about that?	
1103030c	わたしたちの まりょくがあれば⏎ほら、どくなんか こわくないわ!	If we have our magic, we won't be afraid of poison!	
01810104	(ぼくたちのまりょく?)	(Our marriage?)	
1403030c	(いいからいいから)	(It's okay, it's okay)	
38810758	なんと……	What...	
3981085c	ほんとかい!?	Really!?	
3981085c	どく矢が あんたに 当たるのを⏎この目で見たというのに	I saw the poison arrow hit you with my own eyes.	
1403030c	でしょ?	Right?	
38810758	これは……ひょっとすると……	This...maybe...	
00000000	グノメ族は ぼくたちの 道あんないを⏎してくれる事になりました。⏎それだけでも、ゲリックをおそれている⏎グノメ族にとっては たいへんな事です。⏎⏎ジャスミンのハッタリのおかげです。⏎本当に たよりになる仲間です。	The Gnome tribe decided to take care of our journey. ⏎That alone makes him a big deal to the Gnomes, who are afraid of Gerik. ⏎⏎Thanks to Jasmine's bluff. ⏎He is truly a reliable friend.	
3981085c	こっちだよ	It's this way	
3903085c	道あんないはここまで。悪いね	That's it for the road. That's bad	
01810104	どうもありがとう	Thank you very much	
09810208	なあ、ひとつ教えてくれ⏸ゲリックとは何者だ?	Hey, tell me something⏸Who is Gerrick?	
3903085c	わたしたちは影の憲兵団に⏎なやまされていた⏸そこへゲリックがあらわれた⏸条件付きで、わたしたちに⏎どくを わけてくれると言ったんだ⏸その どくのおかげで⏎憲兵団を おいはらう事ができた	We were at the mercy of the shadowy military police, and then Gerrick appeared and offered to give us the poison on one condition. Thanks to that poison, we would be able to take over the military police. I was able to do something	
09810208	条件とは?	What are the conditions?	
3903085c	見ただろう?⏸グノメ族はハエを育てる一族に⏎成り下がったというわけさ	Did you see?⏸The Gnome tribe has become a tribe that breeds flies⏎	
1181030c	ねえ、どくを はこんでいたでしょ?⏎あれは どこへ?	Hey, you put a poison in it, right?⏎Where did it go?	
3903085c	わたしたちがもらえる どくは⏎ほんのすこしなんだ⏸ほとんどは山のふもとに⏎はこぶ事になっている	What we receive is ⏎only a small portion of the pond⏎mostly at the foot of the mountain⏎.	
01810104	そのはこばれた どくは……	Read through that story...	
3903085c	影の憲兵団が持って行く⏸火ぶくれ弹。⏎その正体は ゲリックの どくなんだ	The Shadow Military Police Corps is taking ⏸Hibukure-ni. ⏎His true identity is Gerick's Poison.	
09810208	つまり、ゲリックは憲兵団から⏎グノメ族をすくったわけじゃない	In other words, Gerik did not scoop up the ⏎Gnome tribe from the military police.	
3903085c	ああ、わたしたちは だまされた	oh we were fooled	
28010b74	そこにいるのはだれだ!⏸オレ様の宝石を取りに⏎来たやつらか!?	Who is there! ⏸ Are they the ones who came ⏎ to take my jewels!?	
02810104	グラ・ソン、にげて	Gura Son, run away	
3903085c	ああ	ah	
3903085c	どうか無事で	Please be safe	
28010b88	ほほう……宝石を4こも持っている……⏸大王さまの お怒りもごもっともだ。⏎おまえたちがウワサの3人組だな?	Hoho...I have four jewels...⏸The Great King's anger is understandable. ⏎You guys are the rumored trio, right?	
02030104	5こ目をもらいに来た	I came to get the fifth one.	
28010b88	いいぞ。⏎ただし、オレ様にかったらな	good. ⏎However, if it happens to me	
28010b88	ところで……⏸ジャードという かじ屋の息子はいるか?	By the way...Is there a son of a blacksmith named Jard?	
05030104	どうして おまえが父さんの名を!	Why do you call me my father's name?	
28010b88	なるほど! さすがは大王様⏸今ごろ おまえの両親は⏎取りしらべを うけているはずだぞ⏸きびしい、きびしい 取りしらべをな!	I see! As expected of the Great King⏸Your parents should have been interrogated by now⏎Severe, severe interrogation!	
0a030208	リーフ、耳をふさげ!⏎今は戦うしかない!	Leaf, cover your ears!⏎Now we have no choice but to fight!	
1203030c	リーフ、やりましょう!	Leaf, let's do it!	
28010b88	それがいい。⏎オレ様に てがらを立てさせてくれ!	That's good. ⏎Let me make her hair stand up!	
1403030c	やったわね!	You did it!	
0c810208	エメラルドだな!	It's an emerald!	
1303030c	リーフ……	Leaf...	
3903085c	ゲリックがいない日がやってきた。⏎ゆめのようだわ	The day came when Gerrick was gone. ⏎It's like a dream	
38030758	なんと れいを言っていいのやら……	What a beautiful thing to say...	
09810208	れいはいらない。⏎しかし約束してほしい事がある	I don't need Rei. ⏎However, there is something I want you to promise me.	
38030758	おお、なんなりと	Oh, just like that	
09810208	オレたちの事はだれにも⏎言わないでほしい	Please don't tell anyone about us.	
38030758	もちろんじゃとも	Of course not	
0b810208	それから……もうキンを殺すな	And...don't kill Kin again.	
3903085c	キンをかる事は わたしたちの⏎一番楽しいあそびなんだよ	Picking up gold is our ⏎most fun game.	
09810208	その結果、山からキンが⏎いなくなった⏸ブーロンの木を食べる者が⏎いなくなったせいで山はどうなった?	As a result, Kin ⏎ disappeared from the mountain ⏸ What happened to the mountain because the people who ate the Boorong tree ⏎ disappeared?	
38030758	たしかに……あの、いまいましい木に⏎山は おおいつくされてしまった	Indeed...that damn tree has completely taken over the ⏎mountain.	
09810208	な?⏸キンはこの山に必要な生き物だ	Huh?⏸Kin is a necessary creature on this mountain.	
1281030c	グノメ族とキンは山でくらす⏎大切な仲間なのよ⏸狩るだなんてとんでもないわ!	The Gnome tribe and Kin live in the mountains⏎They are important friends⏸It's outrageous that they hunt!	
38030758	うーむ……	Hmm...	
09810208	なんでも約束すると言ったよな?	I said I'd promise anything, right?	
38030758	うむ。わかった。⏎一族のほこりにかけて約束する	Hmm. Understood. ⏎I promise by the dust of my family	
38030758	グノメ族は キンを殺さない	The Gnomes don't kill Kin.	
1481030c	プリン、やったね!	Pudding, you did it!	
3181084c	うん!	Yeah!	
3903085c	わたしたちも約束してほしい	I want you to promise us too.	
09810208	なんだ?	What?	
3903085c	グノメの力が必要な時は必ず言ってくれ⏸山を かけ下り、はせ参じよう	When you need Gnome's power, be sure to tell me ⏸ Let's run down the mountain and climb the mountain.	
09810208	……その日はきっと来る。⏎こちらこそ、たのんだぞ	...That day will surely come. ⏎Thank you for asking.	
3903085c	約束だ	It's a promise	
1181030c	リーフ?	Leaf?	
03020104	父さんが……母さんが……⏸ぼく、家へ帰らなくちゃ……	My father...my mother...⏸I have to go home...	
0b810208	リーフ……	Leaf...	
01810104	向こうに何かありそうだけど……	It seems like there's something over there...	
09030208	ツタがからまって先に進めそうにないな⏎オノがあれば行けそうだが……	I can't seem to move forward because I'm tangled in the vines ⏎I think I could go if I had an ax...	
1103030c	引き返しましょ	Let's turn back	
01810104	まって⏎これを使ってみよう	Wait ⏎Let's try this	
00000000	リーフは⏎『#f8ffけっしてさびないオノ#fcff』を使った	For the leaf, I used ⏎“#f8ff ax that never rusts #fcff”	
00000000	『ジョーカーここにねむる』	"""Joker sleeps here"""	
