Header	Japanese	Google Translate	Translated	Notes
0	♥♥♥♥♥♥♥♥♥♥かいふく⏎⏎どんなケガでもなおる すごい菜。⏎だけど すごくいやなにおいがする。	♥♥♥♥♥♥♥♥♥♥♥Kaifuku⏎⏎An amazing dish that can heal any injury. ⏎But it smells very unpleasant.	♥♥♥♥♥♥♥♥♥♥かいふく⏎⏎どんなケガでもなおる すごい菜。⏎だけど すごくいやなにおいがする。	
0	一定時間こうげき力UP⏎⏎のめば 力がみなぎってくる。⏎どんなてきでも 負けるきがしない!	"Increases your fighting power for a certain period of time ⏎⏎ If you drink it, you will be filled with power. ⏎No matter what happens, I don't feel like losing!"	一定時間こうげき力UP⏎⏎のめば 力がみなぎってくる。⏎どんなてきでも 負けるきがしない!	
0	どくになる⏎⏎見るからに まずそう。⏎のんでもいいのかな?	It's going to be poisonous⏎⏎It's obvious from the looks of it. ⏎Is it okay if I drink it?	どくになる⏎⏎見るからに まずそう。⏎のんでもいいのかな?	
0	一定時間むてきになる⏎⏎どんなに辛い たたかいでも⏎負けるわけにはいかないんだ!	"No matter how hard the fight is, I can't lose for a certain amount of time!"	一定時間むてきになる⏎⏎どんなに辛い たたかいでも⏎負けるわけにはいかないんだ!	
0	♥ぜんかい#0f00どくになる⏎⏎きずはなおるけど、そのあと⏎どっとつかれがくる 変なくすり。	"♥Zenkai#0f00The wound will heal, but then⏎I'll get tired.It's a strange drug."	♥ぜんかい#0f00どくになる⏎⏎きずはなおるけど、そのあと⏎どっとつかれがくる 変なくすり。	
0	一定時間てきがアイテムおとしやすくなる⏎⏎ひろったものを上手につかう。⏎旅をらくにする ちょっとしたコツさ。	Makes it easier to drop items for a certain period of time ⏎⏎Use the things you find wisely. ⏎A little trick to make your trip easier.	一定時間てきがアイテムおとしやすくなる⏎⏎ひろったものを上手につかう。⏎旅をらくにする ちょっとしたコツさ。	
0	♥回復⏎⏎リンゴを食べたものは⏎かぜを引かないという伝說がある。	♥Recovery⏎⏎There is a legend that people who eat apples will not catch a cold.	"♥⏎
⏎
An apple a day keeps⏎
the doctor away"	
0	♥回復⏎⏎皮をむくのがメンドクサイ。⏎食べてみたら美味しいけれど⏎やっぱりメンドクサイ。	"♥Recovery⏎⏎Peeling the skin is a pain. ⏎When I tried it, it was delicious, but ⏎It was still disgusting."	"♥⏎
⏎
They’re delicious、⏎
but peeling them⏎
takes forever⏎"	
0	♥回復⏎⏎水分たっぷりで⏎おいしい!	♥Recovery⏎⏎Full of water⏎Delicious!	"♥⏎
⏎
Juicy and delicious!"	
0	♥回復⏎⏎赤くて小さいかわいい実。⏎あまずっぱくて⏎おいしい!	♥Recovery⏎⏎A cute little red fruit. ⏎Amazu is soggy and ⏎delicious!	"♥⏎
⏎
A small red fruit。⏎
Sweet、sour、and⏎
delicious!"	
0	♥回復⏎⏎みんなだいすき!⏎バナーナ!!	♥Recovery⏎⏎I love you all!⏎Banana!!	"♥⏎
⏎
Everyone loves⏎
bananas!"	
0	♥♥♥♥♥回復⏎⏎よくやけた やわらかな肉。⏎とってもジューシー。	"♥♥♥♥♥Recovery⏎⏎Soft, well-burned meat. ⏎Very juicy."	"♥♥♥♥♥⏎
⏎
Tender、well-done⏎
meat。Very juicy"	
0	♥♥♥♥♥回復⏎⏎かみきれないほど ぶあつい⏎こうきゅうな肉。	♥♥♥♥♥Recovery⏎⏎It's so hot that you can't chew it⏎The meat is so thick.	"♥♥♥♥♥⏎
⏎
It’s almost too hot⏎
to eat! Very chewy"	
0	♥♥♥♥♥回復⏎⏎あっさりしおあじ ハーブのかおり。⏎こんがりやけてて おいしそう!	♥♥♥♥♥Recovery⏎⏎Easy Shioji Aji Herbal scent. ⏎It's browned and looks delicious!	"♥♥♥♥♥⏎
⏎
Salty with an herbal⏎
aroma。It’s nicely⏎
cooked and looks⏎
delicious!"	
0	♥♥♥♥♥回復⏎⏎できるかぎり うすくきって⏎いっぱい食べた気になろう……	♥♥♥♥♥Recovery⏎⏎Cut it as thinly as possible⏎Feel like you've eaten a lot...	"♥♥♥♥♥⏎
⏎
Even a thin slice is⏎
extremely filling!"	
0	♥♥♥♥♥回復⏎⏎てつのくしにさして やいた肉。⏎あつくて もてないよ!	♥♥♥♥♥Recovery⏎⏎ Grilled meat on a skewer. ⏎It's hot and he can't stand it!	"♥♥♥♥♥⏎
⏎
Grilled meat on a⏎
skewer。Careful、it’s⏎
hot!"	
0	こうげきアイテム⏎⏎憲兵がつかう、きょうりょくなぶき。⏎まともに当たったら ひとたまりもない。	"Stunning Items⏎⏎Kyoryokunabuki used by military police. ⏎If I hit him properly, he would be dead."	"Attack Item⏎
⏎
Used by Grey Guards⏎
If one of these hits⏎
you directly、you’ll⏎
die a painful death!"	
0	こうげきアイテム⏎⏎なにかにぶつけると もえあがる。⏎ふしぎなビーズ。	"Explosive item⏎⏎If you hit it against something, it will swell up. ⏎Mysterious beads."	こうげきアイテム⏎⏎なにかにぶつけると もえあがる。⏎ふしぎなビーズ。	
0	こうげきアイテム⏎⏎むらさきのけむりを まきちらして⏎あいてをどくにする、あぶないばくだん。	A dangerous item ⏎⏎A dangerous bomb that scatters purple smoke and turns the opening into a hole.	こうげきアイテム⏎⏎むらさきのけむりを まきちらして⏎あいてをどくにする、あぶないばくだん。	
0	こうげきアイテム⏎⏎光につつまれた ふしぎな矢。⏎てきにむかって、とんでいく。	A mysterious item ⏎⏎A mysterious arrow surrounded by light. ⏎Fly towards the enemy.	こうげきアイテム⏎⏎光につつまれた ふしぎな矢。⏎てきにむかって、とんでいく。	
0	こうげきアイテム⏎⏎ふしぎなちからで⏎あいてを よわいいきものに⏎変身させてしまうばくだん。	A magical item ⏎⏎A bomb that transforms your opening into a cute creature with its mysterious power.	こうげきアイテム⏎⏎ふしぎなちからで⏎あいてを よわいいきものに⏎変身させてしまうばくだん。	
0	こうげきアイテム⏎⏎おおきな音と 光であいてを⏎きぜつさせるばくだん。⏎なげたら 耳と目をふさぐんだ!	"Exposure item ⏎⏎ Exposure with loud sound and light ⏎ Exposure that causes chills. ⏎If you throw it, it will cover your ears and eyes!"	こうげきアイテム⏎⏎おおきな音と 光であいてを⏎きぜつさせるばくだん。⏎なげたら 耳と目をふさぐんだ!	
0				
0				
0				
0				
0	トムのゴールドカード⏎どうですか こちらのカード……⏎かっこいいでしょう、ほしいでしょう?	"Tom's gold card⏎What do you think? This card...⏎It's cool, right? You want it, right?"	トムのゴールドカード⏎どうですか こちらのカード……⏎かっこいいでしょう、ほしいでしょう?	
