Header	Japanese	Google Translate	Translated
280107b0	大人の男、たよりなさそうな少年、⏎野育ちのむすめ……⏸ここから おい出すだけさ	A grown man, a helpless boy, a daughter who grew up in the wild... Just get out of here.	
28010000	ポリポリ(未使用)	Polypoly (unused)	
28010800	あーいいながめ。⏎でも、すっかり夜もふけてきたわね	Ah, nice view. ⏎But it's getting late into the night.	
28010600	この近くに、グルーという おそろしい⏎かいぶつがすんでいるらしいよ	It seems that there is a scary ⏎ creature called Glue living near here.	
28010700	ブツブツ……⏸おまえでも分かるはずだ⏸川にゴミを……⏎川にゴミをすてるんだって……⏸ゴミの川にな⏸オレ、つぎでおりる	Mumbling...⏸Even you should know⏸Garbage in the river...⏎Throwing garbage in the river...⏸In the river of garbage⏸I'm going down next.	
28010600	ヨッホッホ～!⏸ホヘッフ～!⏸しましまロッキーうたじょうず⏸えんそうじょうずの うたじょうず⏸しまし～ま じょうず～の⏎しまじょうず～⏸フォー!	Yohohoho~!⏸Hohehefu~!⏸ Shimashima Rocky song good⏸ Enso good song⏸ Shima good job⏎shimajouzu~⏸ Four!	
28010700	きみのひとみは、トル川の流れのようだ	Your eyes are like the flow of the Toru River.	
28010900	ポッ、いやぁねぇ。⏎見てるじゃない きたない人がこっちを……	Po, no. ⏎She's not looking at me, she's a dirty person...	
3c810668	私は家に帰るところです……⏎ええ……	I'm going home...⏎Yeah...	
28010000	『この先、リバー・クイーン号のりば』	“Ahead, the River Queen boarding point.”	
00000000	グルーからにげろ!⏎⏎下画面をれんぞくタッチすると⏎リーフが走るぞ⏎グルーにおいつかれないように⏎にげるんだ!!	Run away from Glue! ⏎⏎Touch the bottom screen to make the leaf run ⏎Don't let Glue get you down ⏎Run away!!	
