ID	Japanese	Google Translate	Translated	Data
"""53000000"""	かくしアイテム	hidden item	かくしアイテム	00000000380e360e370e3a0e390e0000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""54000000"""	OBJカバー32	OBJ cover 32	OBJカバー32	00000000481446144714411449140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""55000000"""	ごみ馬車	garbage carriage	ごみ馬車	00000000d613d413d513d71300000000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""56000000"""	かいだん	Kaidan	かいだん	00000000521450145114531400000000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""57000000"""	むげん宝	Mugen treasure	むげん宝	0000000086138413851387130000000006000000000000000a0000000a0000000a000000ff000000200000002000000000000000000000002000000010000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff580000200000ffff590000200000ffff5a0000200000ffff5b0000200000ffff5c0000200000ffff5d0000200000ffff5e0000200000ffff5f0000200000
"""58000000"""	むげん宝2	Mugen treasure 2	むげん宝2	0000000086138413851387130000000006000000000000000a0000000a0000000a000000ff000000200000002000000000000000000000002000000010000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff650000200000ffff660000200000ffff600000200000ffff610000200000ffff620000200000ffff6a0000200000ffff6b0000200000ffff6c0000200000
"""59000000"""	むげん宝3	Mugen treasure 3	むげん宝3	0000000086138413851387130000000006000000000000000a0000000a0000000a000000ff000000200000002000000000000000000000002000000010000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff670000200000ffff680000200000ffff690000200000ffff630000200000ffff640000200000ffff6d0000200000ffff6e0000200000ffff6f0000200000
"""5a000000"""	むげん宝4	Mugen treasure 4	むげん宝4	0000000086138413851387130000000006000000000000000a0000000a0000000a000000ff000000200000002000000000000000000000002000000010000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff200000400000ffff210000400000ffff220000400000ffff2300004000000000000000000000000000000000000000000000000000000000000000000000
"""5b000000"""	むげん宝5	Mugen treasure 5	むげん宝5	0000000086138413851387130000000006000000000000000a0000000a0000000a000000ff000000200000002000000000000000000000002000000010000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff270000200000ffff280000200000ffff290000200000ffff2a0000200000ffff2b0000200000ffff2c0000200000ffff2d0000200000ffff2e0000200000
"""5c000000"""	分割ソルディーン手前	In front of split soldeen	分割ソルディーン手前	00000000f90bf70bf80be50bfa0b0000060000000000000010000000100000000a000000ff000000200000002000000000000000000000002000000020000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""5d000000"""	分割ソルディーン奥の	At the back of the split Soldeen	分割ソルディーン奥の	00000000fd0bfb0bfc0be50bfe0b0000060000000000000010000000100000000a000000ff000000200000002000000000000000000000002000000020000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""5e000000"""	馬	horse	馬	000000009f0f9d0f9e0fa00f00000000060000000000000010000000100000000a000000ff000000200000002000000000000000000000002000000020000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""5f000000"""	手紙	letter	手紙	000000001811161117111a1119110000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""60000000"""	本	book	本	00000000c713c513c613c913c8130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""61000000"""	手	hand	手	00000000cc13ca13cb13ce13cd130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""62000000"""	死のカード	death card	死のカード	00000000cf10cd10ce10d110d0100000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""63000000"""	まるばつ	Marubatsu	まるばつ	000000007913771378137b137a130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""64000000"""	トマホーク	tomahawk	トマホーク	000000001d111b111c111f111e110000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""65000000"""	ベルトの箱台	belt box stand	ベルトの箱台	000000005a10581059105c105b100000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""66000000"""	鍛冶の火花	blacksmith spark	鍛冶の火花	00000000dd0ddb0ddc0ddf0dde0d0000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""67000000"""	木の上カバー	tree top cover	木の上カバー	00000000721570157115741573150000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""68000000"""	波	Wave	波	00000000f213f013f113f413f3130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""69000000"""	マドレット	Madlet	マドレット	0000000020151e151f15211500000000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""6a000000"""	マドレットスキップ	Madlet Skip	マドレットスキップ	000000007814761477147a1479140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""6b000000"""	かくしりんご	Hidden apple	かくしりんご	00000000380e360e370e3a0e390e0000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff6000ff7f0000ffff2c0000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""6c000000"""	はてな	Hatena	はてな	000000005b1459145a145d145c140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""6d000000"""	らせんかいだん	Rasenkaidan	らせんかいだん	00000000651463146414671466140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""6e000000"""	ちくおんきボタン	chikuonki button	ちくおんきボタン	000000006a14681469146c146b140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""6f000000"""	レコード	record	レコード	000000006f146d146e14711470140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""70000000"""	ハチミツ	honey	ハチミツ	00000000041102110311031005110000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""71000000"""	なべ	pot	なべ	00000000c610c410c510c810c7100000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""72000000"""	ソルディーンじめん	Soldeen Jimen	ソルディーンじめん	00000000f713f513f613f913f8130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""73000000"""	かみなのひかり	Kamina no Hikari	かみなのひかり	00000000d113cf13d013d313d2130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""74000000"""	アクババ赤	akubaba red	アクババ赤	0000000010140e140f14131411140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""75000000"""	ソルディーンじめん2	Soldeen Jimen 2	ソルディーンじめん2	00000000fc13fa13fb13fe13fd130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""76000000"""	鍛冶の剣	blacksmith's sword	鍛冶の剣	000000006e106c106d1070106f100000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""77000000"""	くもの糸	spider thread	くもの糸	000000000011fe10ff10021001110000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""78000000"""	げっこう	Gekkou	げっこう	00000000c213c013c113c413c3130000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""79000000"""	オーラ	aura	オーラ	00000000910e8f0e900e930e920e0000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""7a000000"""	モキートドア	moquito door	モキートドア	0000000060145e145f14621461140000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""7b000000"""	ファロー顔	farrow face	ファロー顔	00000000d90bd70bd80bdb0bda0b0000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""7c000000"""	MAPフィリ	MAP Philly	MAPフィリ	0000000090128e128f128d1291120000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"""7d000000"""	しょうきん	Shokin	しょうきん	00000000d410d210d310d51000000000060000000000000010000000100000000a000000ff000000200000002000000000000000000000000000000000000000000000000000000020000000200000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
