Header	Japanese	Google Translate	Translated	Notes
0a030208	リーフ!	Leaf!	Lief!	
1203030c	きゃっ!	Yay!	Aaah!	
2810104	バルダ、ベルトがあつい!⏎宝石があるよ!⏸わかった!⏎この砂が宝石の番人なんだ!	"Barda, your belt is tight!⏎There's a jewel!⏸I get it!⏎This sand is the keeper of the jewel!"	"The belt is warm!⏎
The gem is nearby!⏸
The Sand is the⏎
Guardian!"	
1203010c	そんな事が わかっても⏎どうしようもないわよ!	"Even if I knew that, there was nothing I could do!"	"So what!? There is⏎
nothing we can do!"	
0a810108	リーフ、ジャスミン!⏎生きろ! なんとしても生きろ!	"Leaf, Jasmine!⏎Live! Live no matter what!"	"Lief! Jasmine! Do⏎
not give up!"	
1203010c	そうよ、せめてリーフだけでも!	"Yes, at least just the leaf!"	"You have to be⏎
strong、Lief!"	
0	ぼくだけ生きのこって⏎旅を続けるなんて……⏎いや、それでも旅を続けないと……⏎宝石を取りもどすんだ……⏎⏎でも……ああ、バルダ、ジャスミン……	"I'm the only one left alive⏎To continue my journey...⏎No, I still have to continue my journey...⏎I need to get the jewel back...⏎⏎But...Oh, Barda, Jasmine..."	"I’m the only one left⏎
I can’t go on…⏎
⏎
No! I have to keep⏎
going! I need to get⏎
the gem!⏎
⏎
But Barda… Jasmine…"	
0	ん……息ができるぞ?	Hmm... can you breathe?	Wait… I can breathe?	
1810104	こ、これは!?	"Hey, what is this!?"	What is this!?	
3810104	そうか、砂にのみこまれた⏎旅人たちの おとし物がここに……	"I see, here are the treasures of the travelers who were swallowed by the sand..."	"These must be things⏎
left behind by other⏸
travelers who were⏎
swallowed by the sand"	
0a030208	生きていたんだな、リーフ!	"You're alive, Leaf!"	Lief! You’re alive!	
3810104	バルダァ……	Baldur...	Barda…	
1403030c	やーねー、今の なさけない声は⏎本当にリーフなの?	"Hey, is that sad voice you just made ⏎really Leaf?"	"Is that sad voice⏎
really you、Lief?"	
3810104	ジャスミン……	jasmine……	Jasmine…	
1103030c	もしかして、泣いてる?	Maybe you're crying?	Are you crying?	
3810104	ま、まさか……	"Well, no way..."	Can’t be…	
9030208	ほら、リーフ、しっかりしてくれ。⏎宝石はまだなんだろう?	"Hey, Leaf, stay strong. ⏎What are the gems yet?"	"You must be strong、⏎
Lief!⏸
Do you see the gem⏎
anywhere?"	
1103030c	……この塔、宝石だらけよ。⏎どれがベルトの宝石なの?	...This tower is full of jewels. ⏎Which is the jewel on the belt?	"This tower is full⏎
of countless gems…⏸
Which one are we⏎
looking for?"	
3810104	ええと……	you know……	Um…	
9030208	おい、リーフ。⏎ベルトの宝石が光っているぞ	Hey Leaf. ⏎The jewel on the belt is shining	"Lief! A gem on the⏎
belt is glowing!"	
1810104	光っているのは……オパールだ	What's shining is...opal.	"The opal… the opal⏎
is shining"	
1103030c	どういう事?	What do you mean?	What does that mean?	
3810104	ええと……⏸オパールは希望の宝石……⏸未来をかいま見せる……⏸目が弱いものを助ける……⏸まだあったはず……	Well... ⏸ Opal is a jewel of hope... ⏸ It gives a glimpse of the future... ⏸ It helps those with weak eyes... ⏸ There must have been more...	"Umm…⏸
The opal is the⏎
symbol of hope…⏸
It has the power to⏎
give glimpses of the⏸
future… to aid those⏎
with weak sight…⏸
and… um…"	
1203030c	思い出して!	Remember!	You have to remember!	
1810104	そうだ!	That's right!	That’s right!	
501	オパールは神力の石⏎まよけにもなるラピスラズリと⏎強いつながりを持つ石	"Opal is a stone of divine power ⏎A stone with a strong connection to lapis lazuli, which can also be used as a talisman."	"The opal has a⏎
special relationship⏎
with the lapis lazuli、⏎
the heavenly stone、⏎
a powerful talisman⏎"	
1810104	ここにはラピスラズリがあるはずだ!⏸だから つながりを持つ⏎オパールが光っているんだ!	There must be lapis lazuli here!⏸That's why we have a connection⏎The opal is shining!	"The lapis lazuli must⏎
be here!⏸
That’s why the opal⏎
is glowing!"	
9030208	なるほど!	I see!	I see!	
1810104	どこに あるんだろう……	I wonder where it is...	Where could it be?	
1203030c	あれ!	That!	There!	
2810104	よーし、行ってくる!	"Okay, let's go!"	"Let’s get it and get⏎
out of here!"	
500	父さん。⏎こうして ぼくたちはラピスラズリを⏎手に入れました。⏎⏎苦労や辛い事が 多い旅だけど⏎なんとか生きています。⏎でも、気になる事があります。	"Dad. ⏎This is how we ⏎obtained lapis lazuli. ⏎⏎It's a journey with many hardships and hardships, but ⏎I'm somehow surviving. ⏎However, there is something that concerns me."	"Now we have the⏎
lapis lazuli。⏎
Our journey has been⏎
full of hardships、⏎
but somehow we have⏎
survived this far。⏎
But one thing⏎
worries me…"	
500	ぼくたちは あちらこちらで⏎ウワサになっているみたいなのです。⏎影の大王の耳にもとどいているのかな?	It seems like there are rumors all over the place about us. ⏎I wonder if it has reached the ears of the Great Shadow King?	"It seems like rumors⏎
about us have spread。⏎
Has the Shadow Lord⏎
noticed us yet?"	
9810208	岩で先に進めないぞ	I can't move forward because of the rock.	"These rocks are⏎
blocking our path"	
3020104	どうしよう	What should I do?	What do we do?	
1403030c	あら、こんな岩くらい⏎かんたんに登れるじゃない	"Oh, there's a rock like this⏎It's easy to climb."	"Rocks like these are⏎
easy to climb!"	
3020104	(ジャスミンならね……)	(If it's jasmine...)	(Maybe for Jasmine…)	
0b810208	なにかロープのような物でもあればな……⏎『#f7ffTOMの店#fcff』にでも行ってみるか	"If only there was something like a rope...⏎Maybe I should go to ""#f7ffTOM's store #fcff"""	"We need some sort of⏎
rope… maybe #f7ffTom#fcff has⏸
something we could⏎
use…"	
9810208	そうだ!⏎この『#f8ffじどうまき取りロープ#fcff』を使おう	"That's right! ⏎Let's use this ""#f8ff Jido winding rope #fcff"""	"I know!⏸
We can use this⏎
#f8ffself-coiling rope#fcff!"	
1103030c	じゃあ 私が先に行って⏎ロープをかけてくる	"Okay, I'll go first and put the rope on."	"Okay、I’ll go first⏎
and set up the rope"	
1103030c	行くわよ!	Let's go!	Here we go!	
1020104	よし、これで登れるぞ!	"Okay, now you can climb!"	"Great! Now we can⏎
climb up!"	
28010800	ほいほいほい⏸あなたも玉に乗ってみない?⏎たまにはいいものよ	Hoi hoi hoi⏸Would you like to ride the ball too?⏎It’s nice once in a while	"Ho ho ho!⏸
Would you like to⏎
ride on the ball too?⏸
It’s great fun!"	Acrobat balancing on a ball
28010600	すごいな～。⏎玉に乗るなんて	That's amazing. ⏎Ride on the ball	Wow、what balance!	Watching an acrobat balancing on a ball.
28010900	まるで玉が生き物のようね	It's like the ball is a living thing.	"It’s almost like the⏎
ball is alive!"	Watching an acrobat balancing on a ball.
28010700	このクマ、なんか変	There's something strange about this bear.	"Something is strange⏎
about this bear…"	Looking at the (suspicious) bear next to the acrobat.
28010600	ピッピッピ～ヒャララ	Pippipi~Hyalara	Toot tootle toot!	Flute noises
28010900	ズンタカタ～ ズンタカタ～	Zuntakata~ Zuntakata~	"Pum pidipum!⏎
Pum pidipum!"	Drum noises
28010700	たいこと笛のアンサンブル。⏎さいこうだ!	Taiko and flute ensemble. ⏎This is the best!	"Flute and drum music!⏎
How lovely!"	Person watching the flute and drum players.
28010800	もう～、何してるのかしら。⏎おそいわね～	"Now, I wonder what you're doing. ⏎You're late~"	"Hm… what should I do⏎
next?"	Woman standing near a fountain.
28010100	あ! おかあさ……⏸んは、どこにいったのかなあ	"Ah! Okaasa... ⏸, I wonder where you went?"	"Mommy? Where did you⏎
go?"	Kid standing near a tree.
28010900	ワン	one	And one!	Dancers
28010900	ツー	two	And two!	Dancers
28010800	スリー	three	And three!	Dancers
28010600	この木はすばらしいなー。⏎なんていう木なんだろう⏸気になるなー⏸おっ⏸いや、なんでもない	"This tree is wonderful. ⏎What kind of tree is it?⏸I’m curious⏸Whoa⏸No, it’s nothing"	"What a nice tree!⏸
I wonder what kind⏎
it is…⏸
Ooo…⏸
Mmmm…⏸
What? I’m not doing⏎
anything here!"	Guy standing behind a tree totally not watching the scantily-clad dancers practicing on the other side.
28010a00	がおー がおー⏸がお、がはっがはっ⏸がおー がおー	"Gao, Gao⏸Gao, Gahahagahaa⏸Gao, Gao"	"Grr… grr!⏎
Grr… heh heh…⏎
Grr… grr…"	"Bear noises.
There’s something strange about this bear…"
28010a00	ワンワン	wan wan	Woof woof!	Dog
280106ac	インチキいっさいありません!!	There are no fakes at all!!	"A prize for every⏎
player!"	Spoken by Ferdinand after Jasmine wins the consolation prize
28010700	まわりを見ても、たいした参加者もいない⏸優勝はまちがいなく、このオレだな	"Looking around, there weren't many participants ⏸ The winner is definitely me."	"There aren’t many⏎
competitors this year⏸
I’m sure to win!"	Man standing at the counter in the dining room
28010900	ふふふ。⏎けっしょうでまってるわよ	Hehehe. ⏎I'll be waiting for you at the finals.	"Hehehe…⏸
I’ll be waiting for⏎
you in the finals!"	Woman standing at the counter in the dining room. Speaks in response to the man above.
28010600	ああ、どうしよう。⏎きんちょう してきた	"Oh, what should I do? ⏎I've been doing it for a long time."	"Oh、what should I do?⏎
I’m so nervous!"	Guy with headband looking around nervously in dining room.
29810930	あちらのテーブルに食事を用意しましたわ。⏎さめないうちにどうぞ	I've prepared food for the table over there. ⏎Please come before it gets too cold.	"There’s food on the⏎
table over there⏸
Go on and eat before⏎
it gets cold!"	
28010600	わたしは町の にがおえかき。⏎そっくりにかくって ひょうばんなんです⏸でも、大事なふでを無くしちゃって⏎困っています⏸どこで無くしちゃったのかな	I am a painter of the town. ⏎It's a gourd that looks exactly like it ⏸But I lost my precious lid ⏎I'm in trouble ⏸I wonder where I lost it	"I’m making a painting⏎
of the festival!⏸
It’s beautiful, if I⏎
do say so myself!⏸
But… I seem to have⏎
lost my brush⏸
I wonder where it⏎
could be"	"Guy standing in the southeast part of Rithmere, next to a covered easel."
28010600	あ!⏎それはぼくのふでじゃないですか!⏸見つけてくれたんですね。⏎ありがとう⏸おれいに1枚かきましょう!	Ah!⏎That’s my plume!⏸You found it for me. ⏎Thank you⏸Let's draw one for you!	あ!⏎それはぼくのふでじゃないですか!⏸見つけてくれたんですね。⏎ありがとう⏸おれいに1枚かきましょう!	
28010600	大ひょうばんの にがおえどうですか～⏸あ、もう持ってますね	"What do you think of the big gourd? ⏸Oh, I already have it."	大ひょうばんの にがおえどうですか～⏸あ、もう持ってますね	
28010944	あんたたち、さっさと出てっておくれ!	"You guys, please leave now!"	"Go on and get out⏎
of here!"	
0	『女王バチのアップルドリンク⏎立ち入り禁止』	"""Queen Bee's Apple Drink⏎No entry allowed"""	"『Queen Bee Cider⏎
No entry allowed』"	
