Header	Japanese	Google Translate	Translated	Notes
1203030c	しかたがない?⏎そう?⏸テーガンが なげきのみずうみあたりを⏎支配したのは100年くらい前⏸少なくとも国王一族は⏎100年はだまされていた⏸そんな事 信じられる?	We have no choice? ⏎Really? ⏸ Tegan ruled the Nageki water area ⏎ about 100 years ago ⏸ At least the king's family was ⏎ deceived for 100 years ⏸ Can you believe that?	"I know what you are⏎
going to say!⏸
Thaegan ruled over⏎
the Lake of Tears⏸
for over 100 years!⏎
The royal family was⏸
deceived for over⏎
100 years!?⏸
I do not believe⏎
that anyone could be⏸
so blind。I think⏎
the whole story is⏸
a lie!"	
0b810208	信じようと、信じまいと、事実だ	"Believe it or not, it's a fact"	"Believe it or not、⏎
it is true"	
1203030c	それじゃあ国王の一族は 本当に⏎100年以上もだまされていたのね⏸そんなバカな一族のあとつぎを⏎助けるために こんな旅を?	"So, the king's family has really been deceived for over 100 years, right? Are you going on a journey like this to help the next generation of such a foolish family?"	"We are risking our⏎
lives to restore the⏸
belt of Deltora… and⏎
why? To return power⏸
to the royal heir -⏎
who even now is⏸
hiding while Deltora⏎
suffers and we face⏸
danger!"	
1303030c	なんだか……むなしい	It's kind of... empty.	"But do we really⏎
WANT kings and⏸
queens back in the⏎
palace at Del、lying⏸
to us and using us⏎
as they did before?⏸
I do not think so"	
9810208	言葉をつつしめ	hold back your words	"You had better watch⏎
your words…"	
1810104	バルダ、いいじゃないか。⏎ジャスミンの気持ちはわかるよ	"Barda, isn't that fine? ⏎I understand how Jasmine feels."	"Wait、Barda。I under-⏎
stand how she feels"	
1810104	でもね、ジャスミン⏸それでもぼくは 国王のあとつぎに⏎ベルトをわたしたいんだ⏸それは王家のためじゃない⏸国民と、国土を影の大王から⏎かいほうするためなんだ⏸みんなの自由のためだ	"But, Jasmine, I still want to pass on the belt after the king. It's not for the royal family. It's for the people and to save the land from the shadow king. It's for everyone's freedom."	"I used to think as⏎
you do、Jasmine⏸
But we cannot defeat⏎
the Shadow Lord by⏸
arms - his sorcery⏎
is too powerful⏸
Our only hope is the⏎
Belt、worn by Adin’s⏸
true heir。So we are⏎
not risking our⏸
lives for the royal⏎
family、but for our⏸
land and all its⏎
people!"	
3810104	ジャスミン……	jasmine……	Jasmine…	
1303030c	行きましょう、リーフ	"Let's go, Leaf."	Let’s go、Lief	
1810104	わかってくれたのかい?	Did you understand?	Do you understand?	
1103030c	今はね。⏎でも、また文句を言うかも	Not now. ⏎But I might complain again.	"For now。We will⏎
speak more later"	
1810104	その時はバルダに言ってよ	Tell Barda then.	Say it to Barda then	
9030208	何か言ったか?	Did you say something?	"Did you say some-⏎
thing?"	
28010b74	<さあ、くるのだ、デルのリーフ>	"<Come on, Del's Leaf>"	"<Come to me、Lief⏎
of Del>"	
1810104	だ、だれ?	Who?	What was that?	
1103030c	どうしたのリーフ	What's wrong Leaf?	"Lief、what is the⏎
matter?"	
28010b74	<さあ、こい。わしはまっているぞ>	"<Come on, come on. I'm addicted to it>"	"<Come to me。I am⏎
waiting>"	
2810104	だれだ!?	Who is it!?	Who are you?	
28010b84	<わしはここの番人、リアだ>	"<I'm Leah, the keeper here>"	"<I am the one。I am⏎
Reeah>"	
2810104	オパールだ!	It's an opal!	The Opal!	
28010b84	<リーフ。よく来た。⏎さあ、ベルトをこちらへよこせ>	"<leaf. I came well. ⏎Now, give me your belt>"	"<Remove the thing⏎
you wear under your>⏸
<clothes。Cast it⏎
away>"	
3810104	(なんだって? ……うっ!?)	(What?...Ugh!?)	"(Ugh… what’s⏎
happening?)"	
0a030208	どうした、リーフ!?	"What’s up, Leaf!?"	No、Lief!	
3810104	手、手が かってに!!	"Hands, hands do their thing!!"	"My hands! I can’t⏎
control them!"	
0a030208	宝石だ!⏎ベルトの宝石にさわるんだ!	It's a jewel!⏎Touch the jewel on your belt!	"The belt! Touch the⏎
gems!"	
1810104	(ありがとう、バルダ)⏸(トパーズのおかげで心がきよめられたよ)	"(Thank you, Barda)⏸(Thanks to Topaz, my heart has been purified)"	"(Thank you、Barda!)⏸
(The topaz cleared⏎
my mind!)"	
1103030c	ねえ、おかしいわ。⏸どうしてこのヘビは⏎おそってこないの?	"Hey, that's strange. ⏸Why doesn't this snake ⏎feel?"	"Why does it not⏎
attack?"	
1810104	それは ルビーのおかげさ	It's all thanks to Ruby	"It feels the power⏎
of the ruby"	
501	いだいなるルビーは⏎こうふくのシンボル⏎⏎しかし じゃあくが近い時⏎その赤は 色あせる	"The main ruby ​​is ⏎the symbol of Koufuku⏎⏎However, when the calf is near⏎ its red color fades."	"The great ruby、⏎
symbol of happiness、⏎
red as blood、grows⏎
pale in the presence⏎
of evil…"	
2810104	そして じゃあくをかわす力あり!	And it has the power to evade danger!	"And it is an anti-⏎
dote to snake venom!"	"I’m not sure if this is a bad automated translation, or a change to the ruby’s described power. In the books, it pales in the presence of danger and is (rather conveniently) an antidote to snake venom. It doesn’t do anything to “evade danger” or “dodge attacks” like this seems to say."
28010b84	それはどうかな?⏸わしの王かんの宝石には⏎未来を見通す力がある⏸それによると……	How about that? ⏸The jewel in my crown has ⏎the power to see into the future⏸According to that...	"Your magic is strong、⏎
Lief of Del、but not⏸
strong enough to⏎
save you!⏸
I have the gem that⏎
shows the future⏸
I see…"	
2810104	言ってみろ	Tell me	What?	
28010b84	死にかけた おまえが見える!	I can see you dying!	I see you dying!	
1810104	オパールには未来を見通す力がある	Opal has the power to see into the future.	"The opal has the⏎
power to see into⏸
the future…"	
2810104	でも、オパールがおまえに見せたのは⏎にせものの未来だったのさ!	But what Opal showed you was a fake future!	"But the future you⏎
saw was false!"	
28010b84	いいや、本物だ!	"No, it's real!"	No! It was real!	
3810104	う……ぼくはどうなった……	Uh...what happened to me...	Ugh… what happened?	
0b030208	死にかけたんだ⏸ジャスミンがリアをたおさなかったら⏎くわれていただろう	I almost died⏸If Jasmine hadn't knocked Leah down⏎I would have died.	"You nearly died⏸
If Jasmine hadn’t⏎
struck down Reeah⏸
you would no longer⏎
be with us、Lief"	
3810104	そうか……リアが見た未来は⏎本当だったんだ⏸ジャスミン、ありがとう	"I see...the future that Ria saw⏎was real⏸Thank you, Jasmine."	"I see… so the future⏎
that Reeah saw was⏸
real after all⏸
Thank you、Jasmine"	
1203030c	たよりないわね!⏎そんな事でだいじょうぶ?	That's no good!⏎Is that okay?	"Don’t mention it!⏎
Are you okay?"	
1810104	だいじょうぶさ。	It's okay.	I’m fine	
1810104	きみとバルダが いっしょだもの	You and Barda are together	"You were worried⏎
about me、huh?"	"This part seems weird to me, and I might need some help from someone who can actually understand Japanese."
1103030c	……	……	…	
0c030208	……てれるじゃないか	...Isn't that true?	"Don’t embarrass her、⏎
Lief!"	
4810104	ははは……イテテテテ	Hahaha... ittetetete	"Ha ha ha!⏎
(ow ow ow!)"	
9030208	しかたがない。⏎ここで少し休もう⏸もうネズミも来ないだろう	I have no choice. ⏎Let's take a little rest here ⏸There won't be any more rats.	"Now we truly must⏎
rest for some time⏸
This should be a⏎
safe spot…⏸
For a while、at⏎
least、there will be⏸
no rats here…⏎
Noradzeer!"	
1103030c	そう、それ、ネズミ!⏸この町と チュルナイは⏎かんけいがあるの?	"Yes, that's a rat! ⏸Does this town and Churnai have a ⏎relationship?"	"All of these rats⏎
here…⏸
Is this town related⏎
to Noradz somehow?"	
1810104	おそらく……⏸チュルナイの人たちの先祖は⏎ここに住んでいたんじゃないかな	Perhaps...the ancestors of the ⏸Churnai people lived ⏎here.	"Maybe the ancestors⏎
of the people of⏸
Noradz once lived⏎
here"	
9030208	そうだな⏸ネズミがふえたので にげたのだろう。⏸ネズミは病気をばらまく	That's right⏸They must have escaped because the number of rats increased. ⏸ Rats spread disease	"Yes、and they must⏎
have fled when the⏸
rat population grew"	
1810104	ネズミへのきょうふ心を利用して⏎ネズヌクたちは 町を支配したんだ⏸影の大王と手を組んでね	"Taking advantage of Kyofu's feelings for rats, the Nezunuku and the others took control of the town. Teamed up with the Shadow King."	"Exploiting the⏎
people’s fears of⏸
rats、the Ra-Kachars⏎
kept control"	
1303030c	チュルナイの人たち……⏎これからどうするのかな?	The people of Churnai...⏎What will they do now?	"What do you suppose⏎
they will do now?"	
1810104	いつか様子を見に行こう⏸そして困っていたら力を貸す⏸その頃は この世界は平和に⏎なっているはずだ	"Let's go see what's going on someday ⏸ And if you're in trouble, I'll lend you my help ⏸ By then, this world will be at peace ⏎"	"Let’s come back and⏎
see someday⏸
If there is trouble、⏎
we can lend a hand⏸
By then Deltora will⏎
be a peaceful place"	
9030208	オパールが見せた未来か?	Is it the future shown by Opal?	"Is that the future⏎
the opal shows you?"	
1810104	ぼくの そうぞうだよ	That's my house	"It’s what I see in⏎
my mind"	
1103030c	その そうぞうの未来に わたしはいる?	Will I be in that future?	"Do you see me in⏎
that future?"	
4810104	もちろん!	of course!	Of course!	
9030208	オレはどうだ?	What about me?	And what about me?	
3810104	ええと……いるけど……	Well... there is...	"Well… you’re there、⏎
but…"	
9030208	けど?	But?	But?	
4810104	つかれた つかれたって言ってる	I'm tired. I'm saying I'm tired.	"But you’re saying⏎
how tired you are!"	
1403030c	がんばってね、バルダおじさん!	"Good luck, Uncle Barda!"	Oh、old man Barda!	
0b030208	ふん!⏸さあ、いつまでも しゃべってないで⏎休もうじゃないか⏸オレは つかれた……あ!?	"Hmph! ⏸ Come on, don't talk forever ⏎ Let's take a break ⏸ I'm tired... Ah!?"	"Hmph!⏸
Come now、enough⏎
talking。Let’s get⏸
some rest。I’m⏎
so tired… hey!"	
30810848	うぅぅん……⏎ネズミ……	Hmm... ⏎ Mouse...	Uuughh… Rat…	
30810848	この前のネズミは?⏸フィリ?⏎ネズミじゃないの?⏸でもこわいわね	What about the mouse in front of you?⏸Fili?⏎Isn’t it a mouse?⏸But it’s scary.	"That rat from⏎
earlier… Filli?⏸
It’s not a rat?⏸
It’s still creepy…"	
28010600	きれいにしないと⏎ネズヌク様にしかられてしまうんです	"If you don't clean it, ⏎Nezunuku-sama will scold you."	"If we don’t clean、⏎
the Ra-Kacharz will⏸
be furious!"	
28010700	ネズミはじゃあくな生き物です	Rats are dangerous creatures	"Rats are dangerous⏎
creatures!"	
28010600	あっちもそうじしなきゃ	I have to clean that one too.	"I’ll have to clean⏎
over there too…"	
28010700	わたしたちは子どもの頃から⏎そうじをするように育てられてきました	"Since childhood, we have been raised to ⏎clean the house."	"We’re taught the⏎
value of cleanliness⏸
starting from⏎
childhood"	
28010600	あなたたちは、どこから来たんですか?⏸へー、聞いた事ないですね。⏎わたしたち、ここから出た事がないんです	"Where are you guys from?⏸Hmm, I've never heard of you. ⏎We have never left here."	"Where are you guys⏎
from?⏸
…Huh、I’ve never⏎
heard of it⏸
Of course、we never⏎
leave Noradz…"	Random people you can talk to after escaping from the prison
28010700	ふけつにしていると⏎じゃあくがわいてきます	"If you keep it indulging, ⏎deadness will appear."	"Without cleanliness、⏎
there is only death"	
28010600	朝にそうじ 昼にそうじ ねる前にそうじ。⏎これがきほんです	"Clean in the morning, clean in the afternoon, and clean before going to bed. ⏎This is the basics"	"Clean in the morning。⏎
Clean in the after-⏸
noon。Clean before⏎
bed。⏸
These are the basic⏎
rules of Noradz"	
28010700	クリーン・チュルナイ!	Clean Churnai!	Noradzeer!	
28010600	子どもたちは、別室で食事をします。⏎聖なる食事法をマスターするためです	Children eat in separate rooms. ⏎To master the sacred dietary method.	"Children eat only in⏎
the training room⏸
They must learn the⏎
holy ways before⏸
they can take their⏎
places in the hall"	
28010700	けんさにしっかくすると⏎料理を捨てられてしまいます	If you rub the food ⏎ your food will be thrown away.	"If the food fails⏎
inspection、it gets⏸
thrown away"	
28010600	食材はいっぱいあるので⏎捨ててもだいじょうぶです	"There are plenty of ingredients, so it's okay to throw them away."	"We make so much food⏎
since some of it has⏸
to get thrown away"	
28010700	ネズヌク様に気に入ってもらえる料理を⏎つくるのがわたしたちの仕事です	Our job is to create dishes that Mr. Nezunuku will like.	"Our job is to cook⏎
dishes for the⏸
Ra-Kachars"	
28010600	ここで使われている食材は⏎『#f7ffグランドファーム#fcff』のものです	The ingredients used here are from ⏎“#f7ff Grand Farm #fcff”	"All the ingredients⏎
here come from⏸
『#f7ffGrand Farm#fcff』"	
0	处理穴⏎⏎きのこには もうどくがある⏎よけて進め!	The hole⏎⏎There is already poison in the mushroom⏎Dodge it and move forward!	"The Hole⏎
⏎
Dodge the mushrooms!"	
0	とびらはあかないようだ	The door doesn't seem to open	The door won’t open	
